m,bl,dsp,cva,ad,did,rev
2026-05-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Datafy - Holiday Travel Seasonal - Q4,Datafy6204970307,723.33
2025-03-01,Open Auction - BFM,Sharethrough,—,Sharethrough InApp Video (Open Auction),,7004.17
2025-11-01,DSP Marketplace - BFM,Epsilon (Conversant),—,Conversant Deal - InApp - RON,116367070037,298.24
2025-11-01,DSP Marketplace - BFM,Viant,—,Viant - Linear (Sports),598949723631,2824.0
2026-03-01,Select - BFM,TheTradeDesk,Strategus,TTD - Strategus - CTV - $12 and Below,STRAT002,19684.7
2025-12-01,Open Auction - BFM,Webeye,—,Bidswitch - APP,,0.05
2025-08-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - AudienceXpress - RON - Efficiency Monitoring,765218873628,3.08
2026-03-01,Open Auction - BFM,—,—,0326 - MGMPLUS -  MARCH XCH - MGMP23433-13 - SERIES,,183.12
2025-05-01,Select - BFM,DV360,MultiLocal,T9_mlm_TA_US_CT_CTV_BF_MLMBRID4972,Multi24,764.71
2025-04-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Political,534891672291,33.07
2025-05-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (1st Price),,1484.15
2025-07-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2025-07-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop [Display],,0.02
2025-07-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Migration,SimpliFi Deal - CTV Roku,542169059668,6434.23
2025-05-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - Minnesota MN - Politics Allowed (Deal Library),BFM076,0.0
2025-05-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - Plex,375504845309,570.83
2025-06-01,Open Auction - BFM,Viant,—,Viant Deal - Display - Gambling Approved,,0.0
2025-05-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Curation,TTD Deal - Platform (PlayerWON),965377701305,0.0
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD - Desktop [Display],,2924.6
2025-11-01,Open Auction - BFM,SmartyAds,—,SmartyAds - Web (Taboola),,75.84
2025-04-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - Politics Allowed OLV (The New Media Firm),133634394915,0.0
2026-06-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,Stirista Deal - DV - OLV RON,428524393318,4.4
2025-03-01,Open Auction - BFM,TheTradeDesk,—,TTD Test Deal - CTV - $10 MIQ Paramount,,0.0
2025-10-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Political,534891672291,29.39
2025-10-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - Desktop [Display],,0.02
2025-03-01,Open Auction - BFM,Aroscop,—,Bidswitch - APP Display,,1.6
2025-07-01,Select - BFM,Beeswax,Simulmedia,PlayerWON-Ribeye-FY25,PlayerWONRibeyeFY25,0.24
2025-07-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Movie,Aki8,26.73
2026-06-01,Open Auction - BFM,Infillion,—,Bidswitch - MW [Display],,0.01
2025-05-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV,443119806437,6867.57
2025-10-01,Select - BFM,Beeswax,Simulmedia,PlayerWON-Ribeye-FY25,PlayerWONRibeyeFY25,0.0
2025-10-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,SamsungAds Efficiency Line,314668390400,0.0
2025-10-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - CTV - 1st Price,,293.71
2025-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - OLV - CBS,714397033029,94.04
2026-03-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Sports CTV_BFM,IRIS00314,5956.7
2026-05-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV (Non-News),674172181259,9893.96
2025-04-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - FSA Store - CTV_BFM,IRIS00307,207.41
2025-06-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,NHL Live Supply - GroundTruth,Beach142,0.04
2025-10-01,Select - BFM,Viant,Viant,Rightwing tv,BFRightWing,15.31
2025-09-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Sling - App List,747279147176,289.74
2025-12-01,Open Auction - BFM,Quantcast,—,Bidswitch - Desktop [Display],,0.73
2025-06-01,Select - BFM,StackAdapt,Audigent,Audigent & Beachfront - AUD-066596 - PMG - Experian - CTV SmartPMP - Credit Seeking Card Switcher - High Credit Card Balance US - ctv,Audig1804,1210.33
2026-04-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,MadHive Deal - CTV RON,983264025678,468.23
2026-04-01,Open Auction - BFM,Marketing Architects -RTB,—,Marketing Architects - OTT,,7.73
2025-03-01,Open Auction - BFM,Infillion,—,Bidswitch - APP,,0.14
2025-05-01,DSP Marketplace - BFM,SimpliFi,—,Simpli.fi Deal - CTV (LG Ads),225331237285,8.68
2025-08-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - Hallmark (Network),545977539514,115.49
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV - Seedtag - Premium,,0.0
2025-12-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - APP 1st Price,,0.0
2025-06-01,Open Auction - BFM,DV360,—,Bidswitch - CTV (Charter),,0.03
2025-11-01,DSP Marketplace - BFM,—,Beachfront Deal Migration,0,976384276675,0.0
2026-01-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - President’s Day - Contextual CTV,Beach215,0.0
2025-06-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Migration,Bidswitch Deal - CTV - Roku $12 MIQ RON (copy),832954274505,0.0
2025-12-01,Open Auction - BFM,LoopMe,—,0,,0.0
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - HavasEdge - CTV RON,676738569288,0.0
2025-04-01,Open Auction - BFM,Reset Digital,—,Indirect - Reset Digital - $18 Floor,,0.0
2025-01-01,Open Auction - BFM,Adform,—,Bidswitch - MW [Display],,0.0
2025-01-01,Open Auction - BFM,Bidswitch,—,Bidswitch Deal - Zeta - CTV - $9 Fixed,,0.0
2025-01-01,Open Auction - BFM,Viant,—,Viant - Desktop - 1st Price,,344.73
2025-01-01,Open Auction - BFM,Webeye,—,Bidswitch - APP,,0.02
2025-10-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - LG Ads - $14,533370911919,1544.31
2026-03-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - WeatherGroup,370043533271,843.77
2026-05-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - WeatherGroup,370043533271,999.3
2025-03-01,Select - BFM,Yahoo DSP,Camelot,Yahoo - Samsung,PMGSamsungAds,0.0
2025-02-01,Open Auction - BFM,Amobee,—,Amobee - APP [Display],,23.94
2025-08-01,Open Auction - BFM,SimpliFi,—,SimpliFi - MW [Display],,1740.73
2026-05-01,Open Auction - BFM,Krush Media,—,Krush Media Web Display,,10.74
2025-05-01,Open Auction - BFM,IQM,—,IQM Deal - CTV - Battle States - Michigan MI - Politics Allowed (Deal Library),,0.0
2025-05-01,DSP Marketplace - BFM,Walmart,—,TTD Deal - Walmart - Premium CTV,785432338,21.91
2026-01-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - VideoAmp - CTV - Always On (Efficiency Monitoring),112854873831,23.15
2025-12-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Pathlabs - Swisher Sweets Nicotine-Safe - CTV,Path38106872,0.0
2026-03-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - VideoAmp - CTV - Always On,112854873831,3380.41
2025-05-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch deal - CTV - Roku - Draft Kings,479849384287,0.0
2025-08-01,Select - BFM,Bidswitch,MultiLocal,T9_mlm_TA_CA_CT_CTV_BF_MLMBRID4972,Multi25,0.0
2025-03-01,Open Auction - BFM,Bidswitch,—,Bidswitch - APP Display,,1.05
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_HGTV_PMP,839140517552,0.0
2025-02-01,Open Auction - BFM,Aroscop,—,Bidswitch - APP Display,,4.96
2025-06-01,DSP Marketplace - BFM,MadHive,—,MadHive Deal - CTV - Vizio - No Content Data,848047441598,169.09
2025-08-01,Open Auction - BFM,—,—,2508 - MGMPLUS - AUG 2025 XCH - MGMP20323-10 - SERIES,,278.72
2025-06-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - VideoAmp - FEP,118866276082,672.74
2025-04-01,Open Auction - BFM,OTT Advisors (Demand),—,OTT Advisors Deal - CTV - (Univision) (Bundles),,0.0
2026-01-01,DSP Marketplace - BFM,—,Beachfront Deal Migration,TTD Deal - Competitive Conquest Subaru - CTV,747415045888,0.0
2025-07-01,Select - BFM,Viant,Viant,Rightwing tv,BFRightWing,0.23
2025-11-01,Select - BFM,Beeswax,Simulmedia,Simulmedia Beeswax Connection Rewarded,Simul2,8.35
2026-04-01,DSP Marketplace - BFM,Octillion,BFM Internal,Octillion Deal - CTV - A&E Network Adjust,747279147159,83.01
2025-12-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > High Index Zips - Macy's Visitors - Banner,Quoru176,0.0
2025-06-01,Select - BFM,Basis Technologies,Simulmedia,PlayerWON - Celcius - GFN - Basis - FY25,PlayerWONCelciusGFNFY25,0.0
2026-02-01,Select - BFM,Bidswitch,Quorum,Quorum > Thanksgiving Shoppers > Physical Visitors,Quoru201,0.0
2026-06-01,Open Auction - BFM,Adform,—,Bidswitch - MW [Display],,0.0
2025-09-01,Open Auction - BFM,—,—,GroundTruth Video CTV,,0.0
2025-06-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Walmart - Interactive Ad Units CTV (AppleTV),,0.0
2026-03-01,Select - BFM,Bidswitch,IRIS,IRIS.TV - OMD - National Guard - Contextual CTV_BFM,IRIS00269,0.0
2025-01-01,DSP Marketplace - BFM,MadHive,—,Madhive Deal - CTV Genre Sports,BFM021,75.94
2025-01-01,Select - BFM,SimpliFi,Audigent,Simpli.fi & Beachfront - SDEAL-20990 - Simpli.fi - Bully Tools - Simpli.fi - display CognitivePMP - Bully Tools – Display - Forecast Severe Weather US,Audig1746,0.46
2026-04-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,CTV - Cannabis-Approved - Beeswax - PMP,Beach248,0.0
2025-06-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Seedtag,,0.13
2025-02-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - FOX Extracted - CTV_BFM,IRIS00304,6025.81
2025-08-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Pluto Bundle Override (Price Targeted),MH32,37127.01
2025-02-01,Open Auction - BFM,OTT Advisors (Demand),—,OTT Advisors Deal - CTV - (Univision) (Bundles),,0.0
2025-07-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Future Today CTV (225478),,12.88
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Jamba Juice Visitors - Banner,Quoru99,0.0
2025-05-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Pursuit,629693203775,0.0
2026-06-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,MLB - CTV - Contextual - Tentpole Deal - GroundTruth,Beach140,1.98
2026-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,JamLoop Deal - CTV - LG Ads - $14,533370911919,185.98
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - Lockard & Wechsler - $7 PP,356251814318,0.0
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Desktop/MW (MIQ Mexico OLV),,0.0
2025-10-01,Select - BFM,Bidswitch,MultiLocal,mCanvas_mlm_Roku_US_CTV_BF_MLMBRID7304,Multi42,0.0
2025-03-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Roku - CTV - MIQ - Political Allowed No Approval,430802213947,0.06
2026-02-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - APP Display,,0.04
2026-02-01,Open Auction - BFM,Bidswitch,—,Bidswitch - CTV - 1st Price,,0.0
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Taco Bell Visitors - CTV,Quoru70,0.0
2025-09-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - CTV RON - $10 Floor,893090891708,478.91
2025-05-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Beeswax Deal - CTV - Videoamp iCTV,366846669359,3076.82
2025-07-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Quantum11 - Potbelly Sentiment CTV_BFM,IRIS00283,193.72
2026-06-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Datafy - Sports Contextual - Q4,Datafy9368363227,413.59
2026-03-01,Open Auction - BFM,Adform,—,Bidswitch - MW [Display],,0.0
2025-03-01,Open Auction - BFM,535Media,—,535Media - oRTB CTV,,1279.22
2025-09-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal  - CTV - $25 and Above,Strat36,0.0
2026-02-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Deal - CTV - Political RON,513073226453,3337.86
2025-06-01,Select - BFM,Basis Technologies,Mavern Media,Mavern Media & Beachfront - Basis - Gordon Law - CTV w Exclusions - 20241029,Mavern101,0.0
2026-04-01,Open Auction - BFM,Unruly,—,Unruly Web Display (Mobile Only),,0.0
2025-03-01,Select - BFM,DV360,Infillion Demand,Pulte RON Video 2,InfPulteRONVideo2,1.49
2025-10-01,Open Auction - BFM,Knorex,—,Bidswitch - MW - 1st Price (HB),,0.01
2025-07-01,Open Auction - BFM,Beeswax,—,Beeswax Deal - CTV - Anoki - RON - $12,996138804224,0.0
2025-07-01,Open Auction - BFM,AdElement,—,Bidswitch - APP Display,,0.0
2025-01-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Fuse TV,187878729747,0.08
2025-01-01,DSP Marketplace - BFM,Walmart,Beachfront Deal Migration,TTD Deal - CTV ($15 MiQ) (Walmart),176619450572,1071.95
2025-01-01,Open Auction - BFM,—,—,iphone p frequency,,0.0
2025-01-01,Select - BFM,Walmart,Chief Media,Beachfront TTD Deal - Walmart CTV - Live Golf,Chief15,0.58
2026-06-01,Open Auction - BFM,SmartClip,—,Philips_SC_Spain,,43.29
2025-03-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV - Lockard &amp; Wechsler - $8 Vizio,,0.0
2025-03-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Vayner - Shoppers Contextual CTV_BFM,IRIS00326,0.0
2025-07-01,DSP Marketplace - BFM,GroundTruth,—,GroundTruth Deal - CTV - 90% VCR,480630561397,2201.6
2025-12-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Override-CBS Extension,JL001,190.54
2025-10-01,Open Auction - BFM,StackAdapt,—,StackAdapt - Desktop - Open Auction,,586.83
2025-09-01,Open Auction - BFM,TheTradeDesk,—,TTD - APP - 1st Price,,7.65
2025-04-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Spanish),901374116708,932.23
2026-04-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - College Basketball CTV_BFM,IRIS00309,135.7
2026-04-01,Open Auction - BFM,—,—,CTV SeedTag,,0.0
2025-09-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Football US - ctv,Audig1799,0.0
2025-09-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo  - Casual IQ - Diverse Audience Content - CTV - Contextual,738205946310,0.0
2026-05-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - APP 1st Price,,0.1
2026-05-01,Open Auction - BFM,DV360,—,Bidswitch - CTV (Charter),,18.93
2025-03-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Comedy Central - Channel,945137366538,51.08
2025-05-01,Open Auction - BFM,Bidswitch,—,Bidswitch Deal - Media Force - Video Inventory,,0.0
2025-05-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - OTT CTV - Political - TEGNASOURCED 062922,TEGNA4,0.0
2026-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,Beachfront Deal Curation,Live Sport - CTV - Golf Only - Jamloop,988359389694,40.74
2026-06-01,Open Auction - BFM,Krush Media,—,Krush Media Web Display,,7.45
2025-11-01,Select - BFM,Bidswitch,Quorum,Quorum > Thanksgiving Shoppers > Physical Visitors,Quoru201,0.0
2026-01-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Comcast Playworks,991133437221,0.0
2025-12-01,Open Auction - BFM,Bidswitch,—,Bidswitch - APP,,0.0
2025-03-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - Politics Allowed OLV (The New Media Firm),133634394915,0.0
2025-11-01,Open Auction - BFM,—,—,F0037322 LUP GENERICA FOTOS TEXTOS 20s,,0.0
2025-05-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - Local News - Political,BFMSA002,16.51
2025-07-01,DSP Marketplace - BFM,SimpliFi,—,Simpli.Fi Deal - Politics Allowed CTV (Comscore Data),418855721664,0.0
2025-04-01,Open Auction - BFM,Adform,—,Bidswitch - Seedtag,,0.02
2025-07-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Fubo CTV (Sports),BFM061,9.43
2025-09-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Newsy,376929459164,95.51
2025-04-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - APP Display,,0.0
2025-10-01,Select - BFM,Viant,IRIS,Viant - Sonnys BBQ - Emotional CTV_BFM,IRIS00352,228.44
2025-09-01,Select - BFM,TheTradeDesk,Media Culture,ION Live,Media10,0.0
2025-10-01,Open Auction - BFM,Media Pulse,—,Rogers iCTV,,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Genesis Dealership Visitors - Banner,Quoru117,0.0
2025-12-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > High Index Zips - Dick's Sporting Goods Visitors - Banner,Quoru184,0.0
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD Test Deal - CTV - $10 MIQ Paramount,,0.0
2026-02-01,Select - BFM,Bidswitch,Quorum,Quorum > Sports Fans > Physical Visitors,Quoru231,0.0
2025-09-01,Open Auction - BFM,—,—,F0040453 F1 GP SINGAPORE DOMINGO 30,,0.0
2025-01-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Future Today CTV (225834),,0.0
2025-01-01,DSP Marketplace - BFM,GroundTruth,—,GroundTruth Deal - CTV - Live Sports,754264186396,0.0
2025-01-01,Open Auction - BFM,GroundTruth,—,Groundtruth Video In-App,,0.48
2025-01-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - FloSports,976384276753,199.39
2025-01-01,Open Auction - BFM,—,—,F0024818 LATITUD 2024-2 20SEG,,0.0
2025-01-01,DSP Marketplace - BFM,Viant,—,Viant - Linear ($2 Spot),669366982181,0.0
2025-01-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV (Sports - All),973650277866,157.54
2025-01-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV - Political Approved Pubs RON,554902786103,359.3
2025-01-01,Select - BFM,TheTradeDesk,Chief Media,Beachfront TTD Deal - Walmart CTV - Live Hockey,Chief14,0.0
2025-01-01,Open Auction - BFM,Walmart,—,TTD - CTV (1st Price),,2117.67
2025-10-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Channel-Newsmax,914358280972,3.55
2025-06-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Samsung),,4572.11
2025-08-01,Select - BFM,Bidswitch,IRIS,GumGum - Cendyn - Royalton - Contextual CTV_BFM,IRIS00289,0.0
2025-03-01,Select - BFM,TheTradeDesk,Chief Media,Beachfront TTD Deal - Walmart CTV - Live Boxing,Chief16,0.0
2025-10-01,Open Auction - BFM,StackAdapt,—,StackAdapt - APP - Open Auction,,124.56
2025-09-01,DSP Marketplace - BFM,IQM,—,IQM Deal - Web - News RON - Politics Allowed,599662147395,0.01
2026-06-01,Open Auction - BFM,Viant,—,Viant - Desktop - 1st Price,,503.97
2025-02-01,Open Auction - BFM,Basis Technologies,—,Basis Deal - Network CTV (AMC),,0.0
2025-03-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - MIQ - Hearst News,860644267470,8.67
2025-05-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV (Premium),109040994585,25.76
2025-05-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Open-minded - Emotional Sentiment CTV_BFM,IRIS00294,54.1
2025-08-01,DSP Marketplace - BFM,Unruly,—,Unruly RTBHouse Deal - OLV - ($4),832060096754,0.0
2025-09-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - Walmart - CTV - Pub Targeting - Deal,476519491695,0.0
2025-12-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Bully Pulpit CTV (Local News),154412565624,70.88
2026-01-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - Desktop [Display],,0.0
2026-04-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Migration,GroundTruth Deal - CTV - Premium Bundles List,783317263332,31424.35
2026-04-01,Open Auction - BFM,GroundTruth,—,GroundTruth Video CTV - Efficiency Monitoring,,5.46
2026-04-01,DSP Marketplace - BFM,StackAdapt,BFM Internal,StackAdapt Deal - CTV - NBC (Network),394570428639,0.07
2025-10-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - MW - 1st Price (HB),,0.0
2025-03-01,DSP Marketplace - BFM,Zeta DSP,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - Live Sports (Planet Fitness),615250198509,8.89
2025-03-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - APP Display,,0.01
2026-06-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV - Golf (Master&#039;s Enthusiast Segment),408551131456,45.01
2025-11-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,"SuperAwesome - Seedtag - Kids, Tweens - Canada - CTV",SuperAwesome2309,0.0
2026-02-01,Open Auction - BFM,Knorex,—,Bidswitch - APP Display,,0.32
2026-02-01,Open Auction - BFM,Viant,—,Viant - APP - 1st Price,,204.3
2026-02-01,Open Auction - BFM,Viant,—,Viant - APP [Display],,562.72
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Arby's Visitors - CTV,Quoru78,0.02
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Macy's Visitors - Banner,Quoru31,0.0
2025-08-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,New Media CTV/OTT RON - Yahoo,378043004864,383.02
2025-07-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - English Language US - ctv,Audig1776,0.59
2025-05-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Women 45+ - Reality,711907073746,3806.17
2025-05-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Network CTV (Hearst News),BFMNET004,0.06
2025-06-01,DSP Marketplace - BFM,Unruly,—,Unruly RTBHouse Deal - OLV - Holiday/Shopping -  ($8),730014448043,0.0
2025-12-01,Select - BFM,Viant,IRIS,Viant - Sonny's BBQ - Contextual CTV_BFM,IRIS00351,310.86
2025-06-01,Open Auction - BFM,Bidswitch,—,Bidswitch Deal - Zeta - CTV - $8 Fixed (Auto),,0.0
2025-06-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Sports Content  - CTV - Contextual - VideoAmp,Beach149,13.11
2025-12-01,Open Auction - BFM,Adform,—,Bidswitch - MW [Display],,0.0
2025-12-01,Open Auction - BFM,—,—,Viant - CTV - 1st Price,,0.0
2026-02-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Men 45+ - Sports,558690500585,0.0
2025-03-01,DSP Marketplace - BFM,SimpliFi,BFM Internal,Simpli.Fi Deal - EW Scripps,602723609558,6.72
2026-01-01,Open Auction - BFM,Excelate,—,Bidswitch - Seedtag,,0.0
2026-06-01,DSP Marketplace - BFM,StackAdapt,BFM Internal,StackAdapt Deal - CTV (Spanish Language),298330405897,99.98
2025-12-01,Open Auction - BFM,—,—,F0033691 FFC GENERICA SABADO 25 v3,,0.0
2025-08-01,Open Auction - BFM,—,—,F0039452 NFL BRON-SAIN FS__CHAR-49ERS FS__RAI-CAR FS2 SABADO 20SEG,,0.0
2025-08-01,Select - BFM,—,Camelot,PMG - LG Ads,,0.0
2025-07-01,Open Auction - BFM,—,—,F0039224 FUT INT LEIPZIG VS ATALANTA SAB 20,,0.0
2025-07-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - Desktop [Display],,0.0
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - HavasEdge - OTT RON,676738569288,0.0
2025-11-01,DSP Marketplace - BFM,—,Beachfront Deal Curation,Conversant Deal - CTV  - Paramount,,0.0
2025-01-01,Open Auction - BFM,Bidswitch,—,Bidswitch Deal - CTV - Roku - MIQ - Short Form Future Today,,0.0
2025-01-01,Select - BFM,Bidswitch,IRIS,IRIS.TV - PMG Orvis - Womens Contextual CTV_BFM,IRIS00280,0.0
2025-01-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - CTV - TEGNASOURCED 081221,TEGNA1,68.2
2025-01-01,Open Auction - BFM,Sharethrough,—,Sharethrough CTV Video - Targeting away from Not Approved list,,765.3
2025-01-01,Open Auction - BFM,Unruly,—,Unruly InApp 1st Price Video,,0.02
2025-02-01,Select - BFM,DV360,IRIS,IRIS.TV - PMG Orvis - Fishing Contextual CTV_BFM,IRIS00278,73.21
2025-02-01,DSP Marketplace - BFM,Yahoo DSP,—,Yahoo Deal - CTV (Division D RON $13) - Efficiency Monitoring,344398214696,262.97
2026-05-01,Open Auction - BFM,Metax,—,MetaX A&amp;E Networks $16,,6.53
2025-04-01,Select - BFM,TheTradeDesk,Chief Media,Beachfront TTD Deal - Walmart CTV - Live Boxing,Chief16,0.0
2025-04-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Direct Fixed $8),389866043594,32539.11
2025-11-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Fox Television Stations Bundle Override,831874983072,10561.91
2026-04-01,Open Auction - BFM,Knorex,—,Bidswitch - APP,,0.01
2026-04-01,Open Auction - BFM,—,—,TrueX FireTV AVOD,,1334.22
