quarter,connection_type,business_line,product_category,dsp_group_name,channel_id,rev_gross,impressions
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,175.69,8937
2026-07-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,175.53,99065
2025-04-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,174.33,15746
2025-07-01,Direct,Open Auction - BFM,CTV,IQM,IQM,173.98,30179
2025-04-01,Direct,DSP Marketplace - BFM,Display,Aceex,Aceex,169.96,55193
2026-07-01,Direct,PMP - Curation,Display,TheTradeDesk,TheTradeDesk,169.35,247177
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,168.47,127887
2025-10-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,167.5,236711
2026-04-01,BidSwitch,PMP Web - O&O,Online Video,Amazon DSP,AmazonBidswitch,167.06,59738
2025-01-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,163.27,164103
2025-10-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,161.97,120985
2026-07-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,161.2,253560
2025-07-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,157.23,202608
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,146.84,11153
2025-04-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,145.5,34237
2025-07-01,BidSwitch,PMP CTV - O&O,CTV,Sportradar,Sportradar,144.16,32033
2025-04-01,Direct,Open Auction - BFM,CTV,IQM,IQM,140.71,25438
2025-04-01,Direct,Select - BFM,CTV,SimpliFi,SimpliFi,136.31,24253
2025-07-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,134.83,40724
2025-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,134.35,11998
2025-10-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,132.79,81492
2026-01-01,Direct,PMP Web - O&O,Online Video,RtbHouse,RtbHouse,128.5,19944
2025-10-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,126.19,91217
2025-07-01,Direct,Select - BFM,CTV,Xandr,AppNexus,125.13,2250
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,123.79,11814
2025-04-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,122.96,12300
2025-04-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,121.11,95101
2026-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,120.7,14503
2025-07-01,Direct,PMP CTV - O&O,CTV,Basis Technologies,Basis Technologies,118.95,4859
2025-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,118.53,8796
2026-04-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,116.12,394765
2025-07-01,Direct,Open Auction - BFM,CTV,Cepia,Cepia,115.47,115341
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Madopi,Madopi,114.59,40212
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,114.22,10005
2026-04-01,Direct,Open Auction - Seedtag,Display,DeepIntent,DeepIntent,113.02,56824
2026-04-01,Direct,Open Auction - BFM,CTV,SmartClip,SmartClip,112.84,14091
2026-01-01,BidSwitch,Open Auction - Seedtag,Online Video,Madopi,Madopi,111.29,81004
2025-07-01,Direct,Select - BFM,CTV,SimpliFi,SimpliFi,111.13,17757
2025-04-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,109.76,106883
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,109.28,8015
2025-04-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,107.53,41134
2026-04-01,BidSwitch,PMP - Curation,Online Video,DV360,DBM,106.37,24594
2025-01-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,106.33,53016
2025-04-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,100.33,114392
2025-04-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,97.57,270497
2025-07-01,Direct,Select - BFM,CTV,Stirista,Stirista,97.32,12056
2025-01-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,97.21,22698
2026-04-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,95.62,55760
2026-01-01,Direct,Open Auction - BFM,CTV,Metax,Metax,91.88,9085
2025-01-01,BidSwitch,PMP CTV - O&O,CTV,DV360,DV360,86.06,3488
2026-01-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,85.9,5797
2026-07-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,84.74,6113
2025-04-01,Direct,Open Auction - BFM,CTV,Cepia,Cepia,77.74,77725
2025-10-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,77.41,13087
2025-07-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,74.29,18151
2025-04-01,Direct,DSP Marketplace - BFM,Display,Beeswax,Beeswax,68.41,18546
2025-01-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,67.53,72388
2025-04-01,Direct,DSP Marketplace - BFM,CTV,BidSwitch,Bidswitch,66.73,12295
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,65.46,6987
2025-10-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,64.53,52224
2026-07-01,Direct,Open Auction - BFM,CTV,IQM,IQM,58.59,6393
2025-04-01,BidSwitch,Select - BFM,CTV,Sportradar,Sportradar,57.6,21396
2026-04-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,56.66,86230
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,55.83,5185
2026-04-01,Direct,Open Auction - BFM,CTV,StackAdaptDSP,StackAdaptDSP,55.75,8068
2025-10-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,55.49,4021
2026-04-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,55.38,4662
2025-07-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,55.32,34749
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,54.32,3276
2025-07-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,52.93,43737
2025-10-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,52.17,50852
2026-07-01,BidSwitch,Select - BFM,CTV,DV360,DV360,51.9,8110
2025-01-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,50.57,60308
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Conversant,Conversant,49.53,35143
2026-04-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,49.41,13523
2025-04-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,48.33,3627
2026-07-01,Direct,Open Auction - BFM,CTV,SmartClip,SmartClip,47.53,5935
2026-01-01,BidSwitch,PMP Web - O&O,Online Video,Amazon DSP,AmazonBidswitch,44.98,15616
2025-01-01,BidSwitch,Open Auction - BFM,Display,Streamworx Lda.,Streamworx Lda.,44.66,13172
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,43.75,4306
2025-01-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,42.48,20622
2025-04-01,Direct,Select - BFM,CTV,Stirista,Stirista,42.08,4434
2025-07-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,41.93,3010
2025-01-01,Direct,DSP Marketplace - BFM,Display,Beeswax,Beeswax,40.81,13638
2025-04-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,40.66,2382
2026-04-01,Direct,Open Auction - BFM,CTV,Metax,Metax,40.13,3526
2026-01-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,39.92,72800
2026-07-01,Direct,PMP - Curation,Display,StackAdapt,StackAdaptDSP,38.64,170057
2026-04-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,36.03,9409
2025-07-01,Direct,Select - BFM,CTV,Adtelligent,Adtelligent,35.52,2307
2025-04-01,Direct,Open Auction - BFM,CTV,Metax,Metax,35.14,3480
2025-04-01,Direct,Select - BFM,CTV,IQM,IQM,35.03,2332
2026-04-01,Direct,Open Auction - BFM,CTV,Equative,Equative,34.51,3131
2025-07-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,33.09,71799
2026-04-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,32.07,2905
2026-01-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,31.6,25209
2025-04-01,BidSwitch,Open Auction - BFM,Display,Inspiritum,Inspiritum,31.11,49199
2026-07-01,Direct,Open Auction - Seedtag,Display,DeepIntent,DeepIntent,30.09,23029
2026-01-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,29.96,35334
2025-07-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,29.49,2105
2025-01-01,Direct,Open Auction - BFM,CTV,Aceex,Aceex,27.61,4595
2025-07-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,27.47,6932
2025-04-01,Direct,Open Auction - BFM,CTV,OMG,OMG,27.43,27431
2026-07-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,26.54,11051
2025-04-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,26.01,5858
2026-01-01,Direct,Open Auction - Seedtag,Display,Conversant,Conversant,25.92,34168
2026-04-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,25.35,45589
2025-10-01,Direct,DSP Marketplace - BFM,Display,Adtheorent,Adtheorent,24.65,10140
2026-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,23.85,2457
2026-07-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,23.21,14832
2025-04-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,23.16,2747
2025-10-01,BidSwitch,PMP CTV - O&O,CTV,Sportradar,Sportradar,22.9,5089
2026-01-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,22.39,14635
2026-07-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,21.91,8015
2026-07-01,Direct,Open Auction - BFM,CTV,Metax,Metax,21.87,1675
2026-04-01,Direct,DSP Marketplace - BFM,Display,Stirista,Stirista,21.8,14901
2025-04-01,Direct,Open Auction - BFM,CTV,The Media Sense,The Media Sense,20.72,2392
2025-07-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,20.28,3462
2026-07-01,Direct,Open Auction - BFM,CTV,Equative,Equative,19.29,2408
2025-07-01,Direct,PMP Web - O&O,Online Video,RtbHouse,RtbHouse,18.68,11338
2026-01-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,18.65,34259
2025-01-01,Direct,Open Auction - Seedtag,Display,DSP Not Found,NextRollPAAPI,18.43,
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Demandbase,Demandbase,18.03,1021
2025-07-01,Direct,Open Auction - BFM,CTV,BidSwitch,Bidswitch,17.92,2216
2025-07-01,Direct,Open Auction - BFM,Display,IQM,IQM,17.57,9363
2025-04-01,BidSwitch,Open Auction - BFM,Display,Streamworx Lda.,Streamworx Lda.,15.64,7374
2025-01-01,Direct,DSP Marketplace - BFM,Display,Conversant,Epsilon (Conversant),15.48,12030
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Demandbase,Demandbase,15.48,833
2026-07-01,Direct,Open Auction - BFM,CTV,Equativ,Equativ,15.47,2477
2026-04-01,Direct,Select - BFM,Display,Viant,Viant,15.18,13264
2025-07-01,BidSwitch,Open Auction - BFM,Display,OnSpot Data,OnSpot Data,14.66,9496
2025-10-01,Direct,Open Auction - BFM,CTV,BidSwitch,Bidswitch,14.54,1951
2025-07-01,Direct,Open Auction - BFM,CTV,OMG,OMG,14.51,14475
2025-10-01,Direct,Select - BFM,Display,Viant,Viant,14.35,5028
2026-01-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,14.02,11183
2025-10-01,Direct,Open Auction - BFM,Display,Stirista,Stirista,13.98,8579
2025-10-01,Direct,Select - BFM,CTV,Xandr,AppNexus,13.93,175
2026-01-01,Direct,Open Auction - BFM,CTV,SmartClip,SmartClip,13.22,1652
2025-07-01,BidSwitch,Open Auction - BFM,Display,Inspiritum,Inspiritum,13.01,19938
2025-04-01,Direct,Open Auction - BFM,CTV,Stirista,Stirista,12.28,6890
2025-10-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,12.11,20279
2026-07-01,Direct,Select - BFM,CTV,Adtelligent,Adtelligent,11.87,729
2026-04-01,BidSwitch,Open Auction - BFM,Display,AdIngenious,AdIngenious,11.72,42251
2026-04-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,11.44,9634
2025-01-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,11.37,3567
2025-10-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,11.24,12994
2025-01-01,Direct,Open Auction - BFM,CTV,Lowbrow Customs,Lowbrow Customs,11.22,2227
2026-01-01,Direct,Select - BFM,Display,Viant,Viant,11.14,8690
2025-10-01,Direct,Select - BFM,CTV,SimpliFi,SimpliFi,11.06,1296
2026-04-01,Direct,DSP Marketplace - BFM,Display,Adtheorent,Adtheorent,10.54,9871
2025-04-01,Direct,Open Auction - BFM,Display,IQM,IQM,10.27,7590
2026-04-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,10.18,18698
2025-04-01,BidSwitch,Open Auction - BFM,Display,Quantcast,Quantcast,10.16,43250
2025-01-01,BidSwitch,Open Auction - BFM,Display,Quantcast,Quantcast,9.84,15999
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Madopi,Madopi,9.7,11749
2025-10-01,Direct,Select - BFM,CTV,StackAdapt,StackAdapt,9.34,2337
2026-01-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,9.33,399
2026-07-01,Direct,DSP Marketplace - BFM,Display,Stirista,Stirista,9.14,6662
2025-07-01,BidSwitch,Open Auction - BFM,Display,Quantcast,Quantcast,9.05,12712
2025-07-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,8.58,2920
2025-01-01,Direct,Open Auction - BFM,Display,Unruly,Unruly,7.76,4089
2025-01-01,BidSwitch,Open Auction - BFM,Display,Aroscop,Aroscop,7.6,5678
2026-04-01,BidSwitch,Open Auction - BFM,Display,OnSpot Data,OnSpot Data,7.52,11596
2026-01-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,7.36,306
2025-10-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,7.35,793
2026-04-01,Direct,Open Auction - BFM,CTV,Zeasn,Zeasn,7.33,1108
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,6.62,781
2025-07-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,6.2,10795
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,5.86,260
2026-04-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,5.68,996
2026-07-01,Direct,Select - BFM,Display,Viant,Viant,5.37,5041
2026-04-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,5.37,7852
2026-01-01,BidSwitch,Open Auction - BFM,Display,OnSpot Data,OnSpot Data,5.36,8097
2026-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,5.26,521
2026-07-01,BidSwitch,PMP - Curation,Online Video,DV360,DBM,5.06,393
2025-04-01,Direct,DSP Marketplace - BFM,Display,Conversant,Epsilon (Conversant),4.93,2884
2026-01-01,Direct,DSP Marketplace - BFM,Display,Stirista,Stirista,4.77,3151
2025-04-01,BidSwitch,Open Auction - BFM,Display,OnSpot Data,OnSpot Data,4.6,3610
2026-01-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,4.53,1713
2025-01-01,Direct,Open Auction - BFM,CTV,Stirista,Stirista,4.52,2630
2026-07-01,Direct,DSP Marketplace - BFM,Display,Adtheorent,Adtheorent,4.51,4286
2025-04-01,Direct,Open Auction - BFM,Display,BidSwitch,Bidswitch,4.3,6223
2025-10-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,4.2,12139
2026-07-01,Direct,Open Auction - BFM,CTV,RtbHouse,RtbHouse,3.92,78
2026-04-01,Direct,PMP Web - O&O,Online Video,RtbHouse,RtbHouse,3.87,357
2026-01-01,Direct,Open Auction - BFM,Display,IQM,IQM,3.7,1934
2026-07-01,Direct,Open Auction - BFM,CTV,ZetaBidswitch,ZetaBidswitch,3.65,197
2025-07-01,BidSwitch,Open Auction - BFM,Display,AdIngenious,AdIngenious,3.59,25802
2026-04-01,BidSwitch,Open Auction - BFM,Display,Zeta DSP,Zeta DSP,3.59,5028
2026-04-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,3.41,681
2026-07-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,3.36,390
2025-01-01,BidSwitch,Open Auction - BFM,Display,OnSpot Data,OnSpot Data,3.33,2846
2026-01-01,Direct,DSP Marketplace - BFM,Display,Adtheorent,Adtheorent,3.28,3058
2025-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,3.27,190
2026-01-01,Direct,Open Auction - BFM,Display,Stirista,Stirista,3.17,1949
2025-10-01,BidSwitch,Open Auction - BFM,Display,OnSpot Data,OnSpot Data,3.14,4351
2026-07-01,Direct,Open Auction - BFM,CTV,Stirista,Stirista,2.94,473
2025-07-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,2.92,706
2026-01-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,2.84,4780
2026-07-01,BidSwitch,Open Auction - BFM,Display,OnSpot Data,OnSpot Data,2.75,3961
2025-07-01,Direct,Open Auction - BFM,Display,Stirista,Stirista,2.75,1795
2025-10-01,Direct,Open Auction - BFM,Display,IQM,IQM,2.59,1555
2026-04-01,Direct,Open Auction - BFM,Display,IQM,IQM,2.57,2202
2025-01-01,Direct,Open Auction - BFM,Display,BidSwitch,Bidswitch,2.52,2786
2026-01-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,2.46,707
2026-04-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,2.23,162
2025-04-01,BidSwitch,Open Auction - BFM,Display,Amazon DSP,Amazon DSP,2.17,1929
2026-07-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,2.05,1232
2025-04-01,BidSwitch,Open Auction - BFM,Display,Adform,Adform,1.96,2204
2025-10-01,Direct,Select - BFM,CTV,Adtelligent,Adtelligent,1.93,115
2026-07-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,1.93,173
2025-07-01,Direct,DSP Marketplace - BFM,Display,Conversant,Epsilon (Conversant),1.84,1060
2025-07-01,BidSwitch,Open Auction - BFM,Display,Streamworx Lda.,Streamworx Lda.,1.78,831
2025-01-01,Direct,Open Auction - BFM,CTV,Media Pulse,Media Pulse,1.61,105
2026-04-01,Direct,Open Auction - BFM,CTV,BidSwitch,Bidswitch,1.53,224
2026-01-01,BidSwitch,Open Auction - BFM,Display,AdIngenious,AdIngenious,1.52,9261
2026-07-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,1.47,1398
2026-07-01,Direct,PMP Web - O&O,Online Video,Viant,Viant,1.47,559
2026-07-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,1.43,1550
2025-10-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,1.42,55
2026-07-01,BidSwitch,Open Auction - Seedtag,Online Video,Madopi,Madopi,1.33,7401
2025-07-01,Direct,Open Auction - BFM,CTV,Stirista,Stirista,1.23,277
2025-04-01,Direct,Select - BFM,CTV,Adtelligent,Adtelligent,1.11,63
2026-07-01,Direct,Open Auction - BFM,Display,IQM,IQM,1.08,751
2026-04-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,1.07,5835
2026-04-01,Direct,Open Auction - BFM,Display,BidSwitch,Bidswitch,1.06,584
2025-10-01,BidSwitch,Open Auction - BFM,Display,Quantcast,Quantcast,1.02,2295
2025-07-01,Direct,DSP Marketplace - BFM,Display,Yahoo DSP,Yahoo DSP,0.98,489
2025-04-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,0.98,2625
2026-01-01,BidSwitch,Open Auction - BFM,Display,Quantcast,Quantcast,0.94,3070
2025-10-01,BidSwitch,Open Auction - BFM,Display,AdIngenious,AdIngenious,0.93,6711
2026-04-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,0.93,49
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,0.92,260
2025-01-01,Direct,Open Auction - BFM,CTV,BizzClick,BizzClick,0.9,857
2025-01-01,Direct,DSP Marketplace - BFM,CTV,DSP Not Found,Other,0.88,53
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,0.87,90
2026-07-01,BidSwitch,Open Auction - BFM,Display,AdIngenious,AdIngenious,0.86,3365
2025-04-01,Direct,Open Auction - BFM,CTV,Media Pulse,Media Pulse,0.84,55
2025-01-01,Direct,Select - BFM,CTV,MadHive,MadHive,0.82,51
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Between Exchange,Between Exchange,0.77,991
2026-01-01,Direct,Open Auction - BFM,CTV,Zeasn,Zeasn,0.76,123
2026-07-01,Direct,Open Auction - BFM,CTV,Zeasn,Zeasn,0.76,100
2025-10-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,0.71,378
2026-01-01,BidSwitch,Open Auction - BFM,Display,Streamworx Lda.,Streamworx Lda.,0.66,343
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Webeye,Webeye,0.64,25
2025-04-01,BidSwitch,Open Auction - BFM,Display,Aroscop,Aroscop,0.63,951
2026-04-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,0.61,67
2025-04-01,Direct,DSP Marketplace - BFM,CTV,4INFO,4INFO,0.57,2238991
2026-07-01,BidSwitch,Open Auction - BFM,Display,Marketperf,Marketperf,0.56,1907
2026-01-01,Direct,Open Auction - BFM,CTV,Stirista,Stirista,0.54,121
2025-04-01,Direct,PMP Web - O&O,Online Video,RtbHouse,RtbHouse,0.53,37
2025-01-01,BidSwitch,Open Auction - BFM,Display,Lift,Lift,0.53,370
2025-01-01,Direct,DSP Marketplace - BFM,Display,SimpliFi,SimpliFi,0.45,170
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Aceex,Aceex,0.44,24
2026-04-01,Direct,Select - BFM,CTV,SmartyAds,SmartyAds,0.41,27
2025-07-01,BidSwitch,Select - BFM,CTV,Sportradar,Sportradar,0.39,7
2026-04-01,Direct,Open Auction - BFM,Display,Stirista,Stirista,0.36,361
2026-04-01,BidSwitch,Open Auction - BFM,Display,Quantcast,Quantcast,0.32,1540
2026-07-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,0.31,66
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Webeye,Webeye,0.31,13
2025-01-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,0.31,8
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Webeye,Webeye,0.3,27
2025-07-01,BidSwitch,Open Auction - BFM,Display,Samsung DSP,Samsung DSP,0.3,85
2026-04-01,BidSwitch,Open Auction - BFM,Display,Between Exchange,Between Exchange,0.29,29
2025-10-01,BidSwitch,Open Auction - BFM,Display,Excelate,Excelate,0.28,154
2025-04-01,Direct,DSP Marketplace - BFM,Display,Yahoo DSP,Yahoo DSP,0.26,134
2025-01-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,0.25,713
2026-01-01,Direct,Open Auction - BFM,CTV,Cepia,Cepia,0.22,219
2025-04-01,Direct,Open Auction - BFM,CTV,BidSwitch,Bidswitch,0.21,55
2025-10-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,0.2,169
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Adform,Adform,0.2,43
2025-01-01,Direct,DSP Marketplace - BFM,Display,Yahoo DSP,Yahoo DSP,0.2,96
2026-04-01,BidSwitch,Open Auction - BFM,Display,Aroscop,Aroscop,0.19,64
2025-07-01,Direct,Open Auction - BFM,Display,BidSwitch,Bidswitch,0.19,129
2025-07-01,Direct,DSP Marketplace - BFM,CTV,4INFO,4INFO,0.18,9015525
2026-04-01,Direct,Open Auction - BFM,CTV,Stirista,Stirista,0.18,54
2025-04-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,0.17,4
2025-07-01,BidSwitch,Open Auction - BFM,Display,Lift,Lift,0.17,37
2026-01-01,Direct,Open Auction - BFM,CTV,4INFO,4INFO,0.13,17
2026-04-01,Direct,Open Auction - BFM,CTV,ZetaBidswitch,ZetaBidswitch,0.13,9
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Adform,Adform,0.13,19
2026-07-01,BidSwitch,Open Auction - BFM,Display,Zeta DSP,Zeta DSP,0.12,99
2025-07-01,BidSwitch,Open Auction - BFM,Display,Between Exchange,Between Exchange,0.12,117
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Madopi,Madopi,0.12,14
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Adform,Adform,0.11,42
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Adform,Adform,0.11,236
2025-07-01,Direct,DSP Marketplace - BFM,Display,Beeswax,Beeswax,0.11,120
2026-07-01,Direct,Open Auction - BFM,CTV,SamsungBidswitch,SamsungBidswitch,0.1,9
2026-04-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,0.1,62
2026-04-01,Direct,Open Auction - BFM,CTV,Equativ,Equativ,0.09,8
2025-07-01,BidSwitch,Open Auction - BFM,Display,Amazon DSP,Amazon DSP,0.08,144
2026-07-01,Direct,Open Auction - BFM,Display,BidSwitch,Bidswitch,0.07,328
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Between Exchange,Between Exchange,0.07,83
2025-01-01,Direct,Select - BFM,CTV,Adtelligent,Adtelligent,0.07,4
2026-01-01,BidSwitch,Open Auction - BFM,Display,Madopi,Madopi,0.07,359
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Webeye,Webeye,0.07,3
2026-07-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,0.06,81
2026-07-01,BidSwitch,Open Auction - BFM,Display,Aroscop,Aroscop,0.06,27
2025-01-01,BidSwitch,Open Auction - BFM,Display,Amazon DSP,Amazon DSP,0.05,123
2026-04-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,0.05,1
2026-01-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,0.04,25
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Between Exchange,Between Exchange,0.04,36
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Webeye,Webeye,0.04,3
2026-07-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,0.03,71
2026-07-01,Direct,Open Auction - BFM,Display,Stirista,Stirista,0.03,43
2025-10-01,Direct,Open Auction - BFM,CTV,Stirista,Stirista,0.03,4
2025-01-01,BidSwitch,Open Auction - BFM,Display,Adform,Adform,0.03,421
2026-01-01,Direct,Open Auction - BFM,Display,BidSwitch,Bidswitch,0.03,185
